date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:45:49	1757/1757	---M--	200	added ('OK')	image/png	etag:%224482b129f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/wrangler-logo-black-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/wrangler-logo-black-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:49	3200/3200	---M--	200	added ('OK')	image/png	etag:%222fca1722f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/honda-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/honda-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:49	12761/12761	---M--	200	added ('OK')	image/png	etag:%22869a6f20f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/hbhLogo-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/hbhLogo-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:50	2980/2980	---M--	200	added ('OK')	image/png	etag:%226534324f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/hondaPE-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/hondaPE-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:50	2649/2649	---M--	200	added ('OK')	image/png	etag:%22e273e524f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/hondaPowerhouse-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/hondaPowerhouse-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:50	1076/1076	---M--	200	added ('OK')	image/png	etag:%22295bc01ef8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/fb-logo-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/fb-logo-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:51	1610/1610	---M--	200	added ('OK')	image/png	etag:%222bb66a28f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/twitter-logo-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/twitter-logo-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:51	1695/1695	---M--	200	added ('OK')	image/png	etag:%222d388525f8cfd41:0%22	http://hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/instagram-logo-24.png	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/hbhonda.com/portals/hbhonda/Skins/hbhonda-Wrangler/images/instagram-logo-24.png	(from https://shop.hbhonda.com/catalog.asp)
00:45:51	164/164	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202019%2007:45:50%20GMT	http://shop.hbhonda.com/fiche_select.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/fiche_select.16.delayed	(from https://shop.hbhonda.com/catalog.asp)
00:45:53	38050/38050	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:45:51%20GMT	https://shop.hbhonda.com/fiche_select.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/fiche_select.html	(from https://shop.hbhonda.com/catalog.asp)
00:45:53	164/164	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202019%2007:45:51%20GMT	http://shop.hbhonda.com/account_info.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/account_info.18.delayed	(from https://shop.hbhonda.com/catalog.asp)
00:45:54	26530/26530	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:45:53%20GMT	https://shop.hbhonda.com/account_info.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/account_info.html	(from https://shop.hbhonda.com/catalog.asp)
00:45:55	161/161	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202019%2007:45:53%20GMT	http://shop.hbhonda.com/wishlists.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/wishlists.1a.delayed	(from https://shop.hbhonda.com/catalog.asp)
00:45:56	24356/24356	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:45:55%20GMT	https://shop.hbhonda.com/wishlists.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/wishlists.html	(from https://shop.hbhonda.com/catalog.asp)
00:45:56	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202019%2007:45:55%20GMT	http://shop.hbhonda.com/ecbasket.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/ecbasket.1c.delayed	(from https://shop.hbhonda.com/catalog.asp)
00:45:58	26315/26315	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:45:56%20GMT	https://shop.hbhonda.com/ecbasket.asp	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/ecbasket.html	(from https://shop.hbhonda.com/catalog.asp)
00:45:58	22476/22476	---M--	200	added ('OK')	application/x-javascript	etag:%220d24e5dd4ead41:0%22	http://www.psndealer.com/jquery.autocomplete.js	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/www.psndealer.com/jquery.autocomplete.js	(from https://shop.hbhonda.com/catalog.asp)
00:45:59	195/195	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Apr%202019%2007:45:57%20GMT	http://shop.hbhonda.com/quicksearch.asp?useSOLR=yes&dealercode=8913	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/quicksearch.1f085f.delayed	(from https://shop.hbhonda.com/catalog.asp)
00:45:59	92629/92629	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from https://shop.hbhonda.com/catalog.asp)
00:46:03	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:45:58%20GMT	https://shop.hbhonda.com/quicksearch.asp?useSOLR=yes&dealercode=8913	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/quicksearch.20085f.delayed	(from https://shop.hbhonda.com/catalog.asp)
00:46:04	797/797	---M--	200	added ('OK')	text/css	etag:%220d24e5dd4ead41:0%22	http://www.psndealer.com/jquery.autocomplete.css	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/www.psndealer.com/jquery.autocomplete.css	(from https://shop.hbhonda.com/catalog.asp)
00:46:05	42908/42908	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:03%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-024-0215.Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-024-0215.Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:07	41758/41758	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:04%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-024-0229.Bags_Coolers__Purses.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-024-0229.Bags_Coolers__Purses.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:08	26684/26684	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:05%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-024-0257.Chaps.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-024-0257.Chaps.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:10	42870/42870	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:07%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-024-02106.Eyewear.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-024-02106.Eyewear.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:11	42073/42073	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:08%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-024-02113.Footwear.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-024-02113.Footwear.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:12	44873/44873	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:09%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-024.Apparel.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-024.Apparel.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:14	240027/240027	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.11.3/jquery-ui.min.js	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/ajax.googleapis.com/ajax/libs/jqueryui/1.11.3/jquery-ui.min.js	(from https://shop.hbhonda.com/catalog.asp)
00:46:15	41157/41157	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:10%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-027-02174.OEM_ATV_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-027-02174.OEM_ATV_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:15	26833/26833	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:14%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-027-02175.OEM_Enduro_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-027-02175.OEM_Enduro_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:16	38410/38410	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:15%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-027-02177.OEM_Off-Road_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-027-02177.OEM_Off-Road_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:17	27852/27852	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:16%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-027-02178.OEM_PWC_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-027-02178.OEM_PWC_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:17	36861/36861	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:16%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-027-02179.OEM_Scooter_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-027-02179.OEM_Scooter_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:18	41657/41657	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:17%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-027.OEM_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-027.OEM_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:18	38426/38426	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:17%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-029-0217.Anchors.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-029-0217.Anchors.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:19	43950/43950	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:17%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-029-0221.Apparel.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-029-0221.Apparel.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:19	41238/41238	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:18%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-029-0232.Bilge.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-029-0232.Bilge.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:20	42858/42858	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:18%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-029-0236.Body_Frames__Fenders.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-029-0236.Body_Frames__Fenders.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:20	36465/36465	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:19%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-029-0250.Cables.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-029-0250.Cables.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:21	45154/45154	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:19%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-029.PWC.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-029.PWC.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:21	44026/44026	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:19%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0212-0223.Apparel.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0212-0223.Apparel.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:21	44982/44982	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:20%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0212-0238.Body_Frames__Fenders.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0212-0238.Body_Frames__Fenders.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:22	30856/30856	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:20%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0212-0244.Brakes.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0212-0244.Brakes.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:22	38923/38923	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:22%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0212-0251.Cables.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0212-0251.Cables.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:23	44143/44143	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:22%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0212-0263.Chemicals_Lubes__Cleaners.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0212-0263.Chemicals_Lubes__Cleaners.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:23	46640/46640	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:22%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0212.Snow.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0212.Snow.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:24	44248/44248	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:23%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0214-0225.Apparel.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0214-0225.Apparel.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:24	39366/39366	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:23%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0214-0231.Bed_Accessories.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0214-0231.Bed_Accessories.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:25	43160/43160	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:23%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0214-0240.Body_Frames__Fenders.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0214-0240.Body_Frames__Fenders.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:25	43143/43143	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:24%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0214-0246.Brakes.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0214-0246.Brakes.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:26	43059/43059	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:24%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0214-0253.Cables.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0214-0253.Cables.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:26	44095/44095	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:25%20GMT	https://shop.hbhonda.com/eshopitems_prodtree_f2-0214.Utility_Vehicle__Side_by_Side.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopitems_prodtree_f2-0214.Utility_Vehicle__Side_by_Side.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:28	43610/43610	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:26%20GMT	https://shop.hbhonda.com/eshopdetail_cat_5820148.Western_Power_Sports_Apparel.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopdetail_cat_5820148.Western_Power_Sports_Apparel.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:30	46657/46657	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:28%20GMT	https://shop.hbhonda.com/eshopdetail_cat_5820156.Western_Power_Sports_ATV__UTV.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopdetail_cat_5820156.Western_Power_Sports_ATV__UTV.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:32	45223/45223	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:29%20GMT	https://shop.hbhonda.com/eshopdetail_cat_10064.Western_Power_Sports_Offroad.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopdetail_cat_10064.Western_Power_Sports_Offroad.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:34	45035/45035	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:32%20GMT	https://shop.hbhonda.com/eshopdetail_cat_5820157.Western_Power_Sports_Snowmobile.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopdetail_cat_5820157.Western_Power_Sports_Snowmobile.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:37	25694/25694	---M--	200	added ('OK')	image/jpeg	etag:%22c9a626609376d41:0%22	http://cdn-psndealer.dx1app.com/dealersite/images/ec0519/5820148_2019_WPS_Apparel.jpg	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/cdn-psndealer.dx1app.com/dealersite/images/ec0519/5820148_2019_WPS_Apparel.jpg	(from https://shop.hbhonda.com/catalog.asp)
00:46:37	27818/27818	---M--	200	added ('OK')	image/jpeg	etag:%2283c06682d2fd41:0%22	http://cdn-psndealer.dx1app.com/dealersite/images/ec0397/5820157_2019_WPS_ATV.jpg	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/cdn-psndealer.dx1app.com/dealersite/images/ec0397/5820157_2019_WPS_ATV.jpg	(from https://shop.hbhonda.com/catalog.asp)
00:46:39	45041/45041	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:36%20GMT	https://shop.hbhonda.com/eshopdetail_cat_10062.Western_Power_Sports_Street.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopdetail_cat_10062.Western_Power_Sports_Street.html	(from https://shop.hbhonda.com/catalog.asp)
00:46:40	30685/30685	---M--	200	added ('OK')	image/jpeg	etag:%2233fc1922aaf0d41:0%22	http://cdn-psndealer.dx1app.com/dealersite/images/ec0516/10064_2018_WPS_Offroad.jpg	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/cdn-psndealer.dx1app.com/dealersite/images/ec0516/10064_2018_WPS_Offroad.jpg	(from https://shop.hbhonda.com/catalog.asp)
00:46:41	42088/42088	---M--	200	added ('OK')	text/html	date:Sat,%2013%20Apr%202019%2007:46:39%20GMT	https://shop.hbhonda.com/eshopdetail_cat_10121.Western_Power_Sports_Tires__Wheels.htm	C:/Users/caytk/Desktop/Catalog/HBHondaCatalog/shop.hbhonda.com/eshopdetail_cat_10121.Western_Power_Sports_Tires__Wheels.html	(from https://shop.hbhonda.com/catalog.asp)
